Notes:,,,,,
Please do not change the template headings,,,,,
"Date should be in YYYY-MM-DD Format, Card Type Shoulde Be 0, 1, 2, 3, 4, 5",,,,,
"If you are overwriting existing attendance records, 'ID' column mandatory",,,,,
Biometrics ID,Card Type,Date,Time,Location,Device ID
32,1,2024-07-21,5:49:53,"Manual Upload December 12, 2024",
32,1,2024-07-21,6:57:22,"Manual Upload December 12, 2024",
19,1,2024-07-21,8:42:42,"Manual Upload December 12, 2024",
19,1,2024-07-21,8:58:56,"Manual Upload December 12, 2024",
19,1,2024-07-21,10:27:17,"Manual Upload December 12, 2024",
19,1,2024-07-21,12:06:47,"Manual Upload December 12, 2024",
19,1,2024-07-21,13:59:30,"Manual Upload December 12, 2024",
19,1,2024-07-21,15:00:40,"Manual Upload December 12, 2024",
19,1,2024-07-21,15:55:26,"Manual Upload December 12, 2024",
19,1,2024-07-21,18:56:47,"Manual Upload December 12, 2024",
19,1,2024-07-21,19:41:40,"Manual Upload December 12, 2024",
19,1,2024-07-22,3:23:43,"Manual Upload December 12, 2024",
19,1,2024-07-22,3:31:22,"Manual Upload December 12, 2024",
19,1,2024-07-22,3:52:04,"Manual Upload December 12, 2024",
19,1,2024-07-22,4:00:11,"Manual Upload December 12, 2024",
19,1,2024-07-22,4:28:25,"Manual Upload December 12, 2024",
19,1,2024-07-22,4:35:31,"Manual Upload December 12, 2024",
19,1,2024-07-22,5:05:31,"Manual Upload December 12, 2024",
19,1,2024-07-22,5:49:26,"Manual Upload December 12, 2024",
70282,1,2024-07-22,6:04:03,"Manual Upload December 12, 2024",
240010,1,2024-07-22,6:30:16,"Manual Upload December 12, 2024",
240014,1,2024-07-22,6:30:18,"Manual Upload December 12, 2024",
19,1,2024-07-22,6:51:33,"Manual Upload December 12, 2024",
19,1,2024-07-22,7:00:05,"Manual Upload December 12, 2024",
19,1,2024-07-22,7:04:35,"Manual Upload December 12, 2024",
19,1,2024-07-22,7:14:25,"Manual Upload December 12, 2024",
19,1,2024-07-22,7:15:51,"Manual Upload December 12, 2024",
32,1,2024-07-22,7:20:26,"Manual Upload December 12, 2024",
32,1,2024-07-22,7:33:33,"Manual Upload December 12, 2024",
160119,1,2024-07-22,7:52:55,"Manual Upload December 12, 2024",
40,1,2024-07-22,7:58:55,"Manual Upload December 12, 2024",
40,1,2024-07-22,8:00:59,"Manual Upload December 12, 2024",
33,1,2024-07-22,8:17:36,"Manual Upload December 12, 2024",
32,1,2024-07-22,8:44:39,"Manual Upload December 12, 2024",
32,1,2024-07-22,8:44:45,"Manual Upload December 12, 2024",
180141,1,2024-07-22,8:44:49,"Manual Upload December 12, 2024",
32,1,2024-07-22,9:15:42,"Manual Upload December 12, 2024",
950411,1,2024-07-22,9:20:30,"Manual Upload December 12, 2024",
40,1,2024-07-22,9:32:40,"Manual Upload December 12, 2024",
230072,1,2024-07-22,9:37:15,"Manual Upload December 12, 2024",
150053,1,2024-07-22,9:39:17,"Manual Upload December 12, 2024",
40,1,2024-07-22,9:47:06,"Manual Upload December 12, 2024",
210040,1,2024-07-22,9:51:45,"Manual Upload December 12, 2024",
220033,1,2024-07-22,9:52:06,"Manual Upload December 12, 2024",
220033,1,2024-07-22,9:52:07,"Manual Upload December 12, 2024",
32,1,2024-07-22,10:06:22,"Manual Upload December 12, 2024",
28,1,2024-07-22,10:17:49,"Manual Upload December 12, 2024",
160147,1,2024-07-22,10:17:59,"Manual Upload December 12, 2024",
33,1,2024-07-22,10:23:25,"Manual Upload December 12, 2024",
950411,1,2024-07-22,10:25:10,"Manual Upload December 12, 2024",
150053,1,2024-07-22,10:26:08,"Manual Upload December 12, 2024",
150053,1,2024-07-22,10:26:09,"Manual Upload December 12, 2024",
150053,1,2024-07-22,10:26:44,"Manual Upload December 12, 2024",
200007,1,2024-07-22,10:31:58,"Manual Upload December 12, 2024",
200007,1,2024-07-22,10:31:59,"Manual Upload December 12, 2024",
210040,1,2024-07-22,10:38:36,"Manual Upload December 12, 2024",
230007,1,2024-07-22,10:42:42,"Manual Upload December 12, 2024",
160147,1,2024-07-22,10:42:56,"Manual Upload December 12, 2024",
60126,1,2024-07-22,11:01:37,"Manual Upload December 12, 2024",
180141,1,2024-07-22,11:09:44,"Manual Upload December 12, 2024",
230032,1,2024-07-22,11:11:53,"Manual Upload December 12, 2024",
18,1,2024-07-22,11:20:04,"Manual Upload December 12, 2024",
220033,1,2024-07-22,11:22:27,"Manual Upload December 12, 2024",
240010,1,2024-07-22,11:27:44,"Manual Upload December 12, 2024",
240014,1,2024-07-22,11:27:47,"Manual Upload December 12, 2024",
40,1,2024-07-22,11:28:54,"Manual Upload December 12, 2024",
40,1,2024-07-22,11:33:28,"Manual Upload December 12, 2024",
18,1,2024-07-22,11:40:31,"Manual Upload December 12, 2024",
33,1,2024-07-22,11:42:55,"Manual Upload December 12, 2024",
230048,1,2024-07-22,11:48:44,"Manual Upload December 12, 2024",
230072,1,2024-07-22,11:48:46,"Manual Upload December 12, 2024",
240006,1,2024-07-22,11:49:13,"Manual Upload December 12, 2024",
32,1,2024-07-22,11:50:06,"Manual Upload December 12, 2024",
30017,1,2024-07-22,11:51:30,"Manual Upload December 12, 2024",
230051,1,2024-07-22,11:52:34,"Manual Upload December 12, 2024",
150053,1,2024-07-22,11:53:23,"Manual Upload December 12, 2024",
33,1,2024-07-22,11:58:26,"Manual Upload December 12, 2024",
220017,1,2024-07-22,11:59:40,"Manual Upload December 12, 2024",
230077,1,2024-07-22,12:05:09,"Manual Upload December 12, 2024",
230033,1,2024-07-22,12:05:12,"Manual Upload December 12, 2024",
60222,1,2024-07-22,12:05:43,"Manual Upload December 12, 2024",
3,1,2024-07-22,12:14:29,"Manual Upload December 12, 2024",
240003,1,2024-07-22,12:25:50,"Manual Upload December 12, 2024",
220054,1,2024-07-22,12:26:24,"Manual Upload December 12, 2024",
220009,1,2024-07-22,12:31:59,"Manual Upload December 12, 2024",
230069,1,2024-07-22,12:33:00,"Manual Upload December 12, 2024",
32,1,2024-07-22,12:33:13,"Manual Upload December 12, 2024",
240003,1,2024-07-22,12:34:57,"Manual Upload December 12, 2024",
30,1,2024-07-22,12:39:42,"Manual Upload December 12, 2024",
210040,1,2024-07-22,12:42:20,"Manual Upload December 12, 2024",
950411,1,2024-07-22,12:45:27,"Manual Upload December 12, 2024",
190137,1,2024-07-22,12:45:31,"Manual Upload December 12, 2024",
210040,1,2024-07-22,12:53:27,"Manual Upload December 12, 2024",
180141,1,2024-07-22,12:58:40,"Manual Upload December 12, 2024",
150040,1,2024-07-22,13:01:09,"Manual Upload December 12, 2024",
230032,1,2024-07-22,13:09:08,"Manual Upload December 12, 2024",
40,1,2024-07-22,13:10:01,"Manual Upload December 12, 2024",
160119,1,2024-07-22,13:11:49,"Manual Upload December 12, 2024",
28,1,2024-07-22,13:19:23,"Manual Upload December 12, 2024",
220033,1,2024-07-22,13:20:46,"Manual Upload December 12, 2024",
220033,1,2024-07-22,13:20:47,"Manual Upload December 12, 2024",
60222,1,2024-07-22,13:27:03,"Manual Upload December 12, 2024",
160147,1,2024-07-22,13:32:19,"Manual Upload December 12, 2024",
240003,1,2024-07-22,13:35:23,"Manual Upload December 12, 2024",
950411,1,2024-07-22,13:47:10,"Manual Upload December 12, 2024",
240014,1,2024-07-22,13:51:53,"Manual Upload December 12, 2024",
170002,1,2024-07-22,13:58:05,"Manual Upload December 12, 2024",
40,1,2024-07-22,14:00:42,"Manual Upload December 12, 2024",
32,1,2024-07-22,14:03:29,"Manual Upload December 12, 2024",
220054,1,2024-07-22,14:06:22,"Manual Upload December 12, 2024",
230051,1,2024-07-22,14:08:28,"Manual Upload December 12, 2024",
170002,1,2024-07-22,14:12:42,"Manual Upload December 12, 2024",
230032,1,2024-07-22,14:27:40,"Manual Upload December 12, 2024",
240003,1,2024-07-22,14:30:47,"Manual Upload December 12, 2024",
170002,1,2024-07-22,14:38:03,"Manual Upload December 12, 2024",
28,1,2024-07-22,14:42:26,"Manual Upload December 12, 2024",
28,1,2024-07-22,14:42:27,"Manual Upload December 12, 2024",
32,1,2024-07-22,14:45:30,"Manual Upload December 12, 2024",
32,1,2024-07-22,14:48:58,"Manual Upload December 12, 2024",
160147,1,2024-07-22,14:58:12,"Manual Upload December 12, 2024",
180141,1,2024-07-22,14:59:09,"Manual Upload December 12, 2024",
950411,1,2024-07-22,15:06:57,"Manual Upload December 12, 2024",
220054,1,2024-07-22,15:07:49,"Manual Upload December 12, 2024",
33,1,2024-07-22,15:12:09,"Manual Upload December 12, 2024",
210040,1,2024-07-22,15:23:22,"Manual Upload December 12, 2024",
230048,1,2024-07-22,15:25:02,"Manual Upload December 12, 2024",
220033,1,2024-07-22,15:32:00,"Manual Upload December 12, 2024",
18,1,2024-07-22,15:39:03,"Manual Upload December 12, 2024",
190013,1,2024-07-22,15:40:07,"Manual Upload December 12, 2024",
32,1,2024-07-22,15:41:15,"Manual Upload December 12, 2024",
3,1,2024-07-22,15:42:06,"Manual Upload December 12, 2024",
18,1,2024-07-22,15:47:44,"Manual Upload December 12, 2024",
160147,1,2024-07-22,15:50:39,"Manual Upload December 12, 2024",
32,1,2024-07-22,15:54:30,"Manual Upload December 12, 2024",
30017,1,2024-07-22,16:11:22,"Manual Upload December 12, 2024",
32,1,2024-07-22,16:15:49,"Manual Upload December 12, 2024",
220009,1,2024-07-22,16:23:19,"Manual Upload December 12, 2024",
230032,1,2024-07-22,16:29:00,"Manual Upload December 12, 2024",
160147,1,2024-07-22,16:29:15,"Manual Upload December 12, 2024",
950411,1,2024-07-22,16:31:26,"Manual Upload December 12, 2024",
180141,1,2024-07-22,16:33:35,"Manual Upload December 12, 2024",
230051,1,2024-07-22,16:42:18,"Manual Upload December 12, 2024",
33,1,2024-07-22,16:45:10,"Manual Upload December 12, 2024",
950411,1,2024-07-22,16:45:50,"Manual Upload December 12, 2024",
3,1,2024-07-22,16:47:01,"Manual Upload December 12, 2024",
240003,1,2024-07-22,16:49:51,"Manual Upload December 12, 2024",
240001,1,2024-07-22,16:55:10,"Manual Upload December 12, 2024",
150008,1,2024-07-22,16:55:38,"Manual Upload December 12, 2024",
220033,1,2024-07-22,16:57:07,"Manual Upload December 12, 2024",
220033,1,2024-07-22,16:57:53,"Manual Upload December 12, 2024",
170002,1,2024-07-22,17:02:32,"Manual Upload December 12, 2024",
150008,1,2024-07-22,17:02:55,"Manual Upload December 12, 2024",
32,1,2024-07-22,17:05:06,"Manual Upload December 12, 2024",
3,1,2024-07-22,17:07:00,"Manual Upload December 12, 2024",
180022,1,2024-07-22,17:11:40,"Manual Upload December 12, 2024",
230080,1,2024-07-22,17:11:53,"Manual Upload December 12, 2024",
180141,1,2024-07-22,17:16:03,"Manual Upload December 12, 2024",
150053,1,2024-07-22,17:17:58,"Manual Upload December 12, 2024",
200030,1,2024-07-22,17:18:06,"Manual Upload December 12, 2024",
160036,1,2024-07-22,17:21:45,"Manual Upload December 12, 2024",
230069,1,2024-07-22,17:33:25,"Manual Upload December 12, 2024",
210040,1,2024-07-22,17:35:33,"Manual Upload December 12, 2024",
160147,1,2024-07-22,17:35:45,"Manual Upload December 12, 2024",
230081,1,2024-07-22,17:37:18,"Manual Upload December 12, 2024",
240010,1,2024-07-22,17:39:44,"Manual Upload December 12, 2024",
240014,1,2024-07-22,17:39:46,"Manual Upload December 12, 2024",
190137,1,2024-07-22,17:42:50,"Manual Upload December 12, 2024",
230072,1,2024-07-22,17:43:36,"Manual Upload December 12, 2024",
160147,1,2024-07-22,17:43:49,"Manual Upload December 12, 2024",
160147,1,2024-07-22,17:43:50,"Manual Upload December 12, 2024",
220017,1,2024-07-22,17:48:25,"Manual Upload December 12, 2024",
220017,1,2024-07-22,17:48:26,"Manual Upload December 12, 2024",
230077,1,2024-07-22,18:02:44,"Manual Upload December 12, 2024",
40,1,2024-07-22,18:08:27,"Manual Upload December 12, 2024",
200011,1,2024-07-22,18:08:39,"Manual Upload December 12, 2024",
60222,1,2024-07-22,18:08:44,"Manual Upload December 12, 2024",
60222,1,2024-07-22,18:08:45,"Manual Upload December 12, 2024",
30017,1,2024-07-22,18:08:56,"Manual Upload December 12, 2024",
180022,1,2024-07-22,18:17:41,"Manual Upload December 12, 2024",
220070,1,2024-07-22,18:18:20,"Manual Upload December 12, 2024",
230067,1,2024-07-22,18:18:25,"Manual Upload December 12, 2024",
32,1,2024-07-22,18:19:16,"Manual Upload December 12, 2024",
230030,1,2024-07-22,18:20:15,"Manual Upload December 12, 2024",
160119,1,2024-07-22,18:25:30,"Manual Upload December 12, 2024",
160119,1,2024-07-22,18:28:53,"Manual Upload December 12, 2024",
28,1,2024-07-22,18:30:51,"Manual Upload December 12, 2024",
140049,1,2024-07-22,18:33:43,"Manual Upload December 12, 2024",
160070,1,2024-07-22,18:33:52,"Manual Upload December 12, 2024",
210040,1,2024-07-22,18:36:05,"Manual Upload December 12, 2024",
980610,1,2024-07-22,18:39:50,"Manual Upload December 12, 2024",
210015,1,2024-07-22,18:40:48,"Manual Upload December 12, 2024",
32,1,2024-07-22,18:43:06,"Manual Upload December 12, 2024",
32,1,2024-07-22,18:44:03,"Manual Upload December 12, 2024",
190013,1,2024-07-22,18:45:04,"Manual Upload December 12, 2024",
60126,1,2024-07-22,18:45:29,"Manual Upload December 12, 2024",
230084,1,2024-07-22,18:50:23,"Manual Upload December 12, 2024",
32,1,2024-07-22,18:59:17,"Manual Upload December 12, 2024",
33,1,2024-07-22,18:59:20,"Manual Upload December 12, 2024",
230033,1,2024-07-22,19:16:43,"Manual Upload December 12, 2024",
240011,1,2024-07-22,19:19:21,"Manual Upload December 12, 2024",
230089,1,2024-07-22,19:22:31,"Manual Upload December 12, 2024",
190056,1,2024-07-22,19:35:06,"Manual Upload December 12, 2024",
150040,1,2024-07-22,19:47:43,"Manual Upload December 12, 2024",
230007,1,2024-07-22,19:55:32,"Manual Upload December 12, 2024",
981062,1,2024-07-22,20:05:01,"Manual Upload December 12, 2024",
28,1,2024-07-22,20:06:44,"Manual Upload December 12, 2024",
13,1,2024-07-22,20:09:54,"Manual Upload December 12, 2024",
19,1,2024-07-22,20:26:07,"Manual Upload December 12, 2024",
220043,1,2024-07-22,20:27:55,"Manual Upload December 12, 2024",
19,1,2024-07-22,20:29:55,"Manual Upload December 12, 2024",
230051,1,2024-07-22,20:48:34,"Manual Upload December 12, 2024",
210040,1,2024-07-22,20:52:32,"Manual Upload December 12, 2024",
70282,1,2024-07-22,22:06:37,"Manual Upload December 12, 2024",
19,1,2024-07-22,22:10:09,"Manual Upload December 12, 2024",
210035,1,2024-07-22,22:43:28,"Manual Upload December 12, 2024",
19,1,2024-07-22,23:08:11,"Manual Upload December 12, 2024",
19,1,2024-07-22,23:08:18,"Manual Upload December 12, 2024",
19,1,2024-07-23,4:55:52,"Manual Upload December 12, 2024",
26,1,2024-07-23,5:43:05,"Manual Upload December 12, 2024",
19,1,2024-07-23,6:53:19,"Manual Upload December 12, 2024",
32,1,2024-07-23,7:50:16,"Manual Upload December 12, 2024",
32,1,2024-07-23,7:51:04,"Manual Upload December 12, 2024",
40,1,2024-07-23,7:55:01,"Manual Upload December 12, 2024",
210037,1,2024-07-23,8:06:33,"Manual Upload December 12, 2024",
210037,1,2024-07-23,8:21:42,"Manual Upload December 12, 2024",
26,1,2024-07-23,8:31:05,"Manual Upload December 12, 2024",
32,1,2024-07-23,8:33:11,"Manual Upload December 12, 2024",
18,1,2024-07-23,8:46:39,"Manual Upload December 12, 2024",
950411,1,2024-07-23,8:53:28,"Manual Upload December 12, 2024",
190060,1,2024-07-23,9:06:19,"Manual Upload December 12, 2024",
170002,1,2024-07-23,9:08:34,"Manual Upload December 12, 2024",
180011,1,2024-07-23,9:08:39,"Manual Upload December 12, 2024",
13,1,2024-07-23,9:14:43,"Manual Upload December 12, 2024",
26,1,2024-07-23,9:14:45,"Manual Upload December 12, 2024",
26,1,2024-07-23,9:19:50,"Manual Upload December 12, 2024",
3,1,2024-07-23,9:25:30,"Manual Upload December 12, 2024",
32,1,2024-07-23,9:33:38,"Manual Upload December 12, 2024",
3,1,2024-07-23,9:35:16,"Manual Upload December 12, 2024",
230033,1,2024-07-23,9:37:25,"Manual Upload December 12, 2024",
60415,1,2024-07-23,9:43:32,"Manual Upload December 12, 2024",
180138,1,2024-07-23,9:50:56,"Manual Upload December 12, 2024",
33,1,2024-07-23,9:56:01,"Manual Upload December 12, 2024",
170002,1,2024-07-23,10:17:05,"Manual Upload December 12, 2024",
32,1,2024-07-23,10:28:59,"Manual Upload December 12, 2024",
950411,1,2024-07-23,10:29:04,"Manual Upload December 12, 2024",
230087,1,2024-07-23,10:32:36,"Manual Upload December 12, 2024",
170002,1,2024-07-23,10:39:49,"Manual Upload December 12, 2024",
33,1,2024-07-23,10:45:54,"Manual Upload December 12, 2024",
60222,1,2024-07-23,10:56:17,"Manual Upload December 12, 2024",
32,1,2024-07-23,11:01:02,"Manual Upload December 12, 2024",
220071,1,2024-07-23,11:10:05,"Manual Upload December 12, 2024",
180141,1,2024-07-23,11:14:14,"Manual Upload December 12, 2024",
13,1,2024-07-23,11:15:12,"Manual Upload December 12, 2024",
18,1,2024-07-23,11:20:53,"Manual Upload December 12, 2024",
230049,1,2024-07-23,11:22:01,"Manual Upload December 12, 2024",
230087,1,2024-07-23,11:24:31,"Manual Upload December 12, 2024",
210040,1,2024-07-23,11:30:27,"Manual Upload December 12, 2024",
3,1,2024-07-23,11:30:41,"Manual Upload December 12, 2024",
32,1,2024-07-23,11:41:04,"Manual Upload December 12, 2024",
240013,1,2024-07-23,11:42:32,"Manual Upload December 12, 2024",
240014,1,2024-07-23,11:42:36,"Manual Upload December 12, 2024",
240010,1,2024-07-23,11:42:37,"Manual Upload December 12, 2024",
13,1,2024-07-23,11:43:22,"Manual Upload December 12, 2024",
40,1,2024-07-23,11:45:26,"Manual Upload December 12, 2024",
180138,1,2024-07-23,11:46:34,"Manual Upload December 12, 2024",
230067,1,2024-07-23,11:49:37,"Manual Upload December 12, 2024",
210003,1,2024-07-23,11:50:23,"Manual Upload December 12, 2024",
140024,1,2024-07-23,11:50:32,"Manual Upload December 12, 2024",
33,1,2024-07-23,11:51:02,"Manual Upload December 12, 2024",
210040,1,2024-07-23,11:54:44,"Manual Upload December 12, 2024",
230060,1,2024-07-23,11:57:02,"Manual Upload December 12, 2024",
230057,1,2024-07-23,11:59:17,"Manual Upload December 12, 2024",
33,1,2024-07-23,12:00:08,"Manual Upload December 12, 2024",
190056,1,2024-07-23,12:03:27,"Manual Upload December 12, 2024",
950411,1,2024-07-23,12:03:51,"Manual Upload December 12, 2024",
60126,1,2024-07-23,12:04:12,"Manual Upload December 12, 2024",
3,1,2024-07-23,12:06:25,"Manual Upload December 12, 2024",
30,1,2024-07-23,12:06:28,"Manual Upload December 12, 2024",
240017,1,2024-07-23,12:12:38,"Manual Upload December 12, 2024",
200030,1,2024-07-23,12:13:16,"Manual Upload December 12, 2024",
30,1,2024-07-23,12:13:25,"Manual Upload December 12, 2024",
230031,1,2024-07-23,12:13:36,"Manual Upload December 12, 2024",
240017,1,2024-07-23,12:14:19,"Manual Upload December 12, 2024",
200030,1,2024-07-23,12:23:07,"Manual Upload December 12, 2024",
180011,1,2024-07-23,12:26:14,"Manual Upload December 12, 2024",
230077,1,2024-07-23,12:32:43,"Manual Upload December 12, 2024",
230077,1,2024-07-23,12:32:44,"Manual Upload December 12, 2024",
230077,1,2024-07-23,12:32:45,"Manual Upload December 12, 2024",
140035,1,2024-07-23,12:35:27,"Manual Upload December 12, 2024",
32,1,2024-07-23,12:39:53,"Manual Upload December 12, 2024",
140035,1,2024-07-23,12:41:15,"Manual Upload December 12, 2024",
180138,1,2024-07-23,12:42:51,"Manual Upload December 12, 2024",
13,1,2024-07-23,12:43:45,"Manual Upload December 12, 2024",
230087,1,2024-07-23,12:44:39,"Manual Upload December 12, 2024",
240004,1,2024-07-23,12:44:42,"Manual Upload December 12, 2024",
950411,1,2024-07-23,12:44:47,"Manual Upload December 12, 2024",
240014,1,2024-07-23,12:53:48,"Manual Upload December 12, 2024",
60222,1,2024-07-23,13:03:42,"Manual Upload December 12, 2024",
230051,1,2024-07-23,13:16:59,"Manual Upload December 12, 2024",
32,1,2024-07-23,13:25:09,"Manual Upload December 12, 2024",
230087,1,2024-07-23,13:42:37,"Manual Upload December 12, 2024",
950411,1,2024-07-23,13:50:13,"Manual Upload December 12, 2024",
32,1,2024-07-23,13:52:26,"Manual Upload December 12, 2024",
230049,1,2024-07-23,13:53:50,"Manual Upload December 12, 2024",
150053,1,2024-07-23,13:54:49,"Manual Upload December 12, 2024",
210037,1,2024-07-23,13:55:02,"Manual Upload December 12, 2024",
230084,1,2024-07-23,14:00:45,"Manual Upload December 12, 2024",
230084,1,2024-07-23,14:00:47,"Manual Upload December 12, 2024",
190060,1,2024-07-23,14:09:13,"Manual Upload December 12, 2024",
240017,1,2024-07-23,14:09:51,"Manual Upload December 12, 2024",
240017,1,2024-07-23,14:12:37,"Manual Upload December 12, 2024",
240017,1,2024-07-23,14:12:38,"Manual Upload December 12, 2024",
33,1,2024-07-23,14:13:43,"Manual Upload December 12, 2024",
230031,1,2024-07-23,14:14:56,"Manual Upload December 12, 2024",
230051,1,2024-07-23,14:18:30,"Manual Upload December 12, 2024",
220058,1,2024-07-23,14:24:19,"Manual Upload December 12, 2024",
950411,1,2024-07-23,14:35:08,"Manual Upload December 12, 2024",
26,1,2024-07-23,14:36:57,"Manual Upload December 12, 2024",
220033,1,2024-07-23,14:37:05,"Manual Upload December 12, 2024",
18,1,2024-07-23,14:51:50,"Manual Upload December 12, 2024",
3,1,2024-07-23,15:07:31,"Manual Upload December 12, 2024",
3,1,2024-07-23,15:09:01,"Manual Upload December 12, 2024",
220038,1,2024-07-23,15:15:59,"Manual Upload December 12, 2024",
240004,1,2024-07-23,15:18:46,"Manual Upload December 12, 2024",
230087,1,2024-07-23,15:20:29,"Manual Upload December 12, 2024",
950411,1,2024-07-23,15:28:27,"Manual Upload December 12, 2024",
180141,1,2024-07-23,15:34:48,"Manual Upload December 12, 2024",
240006,1,2024-07-23,15:44:18,"Manual Upload December 12, 2024",
180141,1,2024-07-23,15:46:20,"Manual Upload December 12, 2024",
170256,1,2024-07-23,15:51:08,"Manual Upload December 12, 2024",
240014,1,2024-07-23,15:51:59,"Manual Upload December 12, 2024",
240017,1,2024-07-23,15:56:04,"Manual Upload December 12, 2024",
230084,1,2024-07-23,15:56:59,"Manual Upload December 12, 2024",
180138,1,2024-07-23,16:10:05,"Manual Upload December 12, 2024",
230089,1,2024-07-23,16:10:08,"Manual Upload December 12, 2024",
180138,1,2024-07-23,16:12:31,"Manual Upload December 12, 2024",
230089,1,2024-07-23,16:12:35,"Manual Upload December 12, 2024",
18,1,2024-07-23,16:26:49,"Manual Upload December 12, 2024",
140035,1,2024-07-23,16:29:18,"Manual Upload December 12, 2024",
190060,1,2024-07-23,16:33:45,"Manual Upload December 12, 2024",
230051,1,2024-07-23,16:36:04,"Manual Upload December 12, 2024",
33,1,2024-07-23,16:40:08,"Manual Upload December 12, 2024",
240004,1,2024-07-23,16:40:44,"Manual Upload December 12, 2024",
180011,1,2024-07-23,16:40:58,"Manual Upload December 12, 2024",
230051,1,2024-07-23,16:45:11,"Manual Upload December 12, 2024",
240017,1,2024-07-23,16:45:45,"Manual Upload December 12, 2024",
240011,1,2024-07-23,16:45:50,"Manual Upload December 12, 2024",
190137,1,2024-07-23,16:45:58,"Manual Upload December 12, 2024",
18,1,2024-07-23,16:46:45,"Manual Upload December 12, 2024",
230087,1,2024-07-23,16:47:56,"Manual Upload December 12, 2024",
220033,1,2024-07-23,16:50:20,"Manual Upload December 12, 2024",
220033,1,2024-07-23,16:50:21,"Manual Upload December 12, 2024",
220038,1,2024-07-23,16:53:32,"Manual Upload December 12, 2024",
210037,1,2024-07-23,16:54:10,"Manual Upload December 12, 2024",
140024,1,2024-07-23,16:55:50,"Manual Upload December 12, 2024",
950411,1,2024-07-23,16:57:17,"Manual Upload December 12, 2024",
180138,1,2024-07-23,17:01:53,"Manual Upload December 12, 2024",
981062,1,2024-07-23,17:02:55,"Manual Upload December 12, 2024",
20217,1,2024-07-23,17:03:02,"Manual Upload December 12, 2024",
240010,1,2024-07-23,17:03:04,"Manual Upload December 12, 2024",
240014,1,2024-07-23,17:03:07,"Manual Upload December 12, 2024",
220071,1,2024-07-23,17:03:48,"Manual Upload December 12, 2024",
160079,1,2024-07-23,17:04:23,"Manual Upload December 12, 2024",
