Notes:,,,,,
Please do not change the template headings,,,,,
"Date should be in YYYY-MM-DD Format, Card Type Shoulde Be 0, 1, 2, 3, 4, 5",,,,,
"If you are overwriting existing attendance records, 'ID' column mandatory",,,,,
Biometrics ID,Card Type,Date,Time,Location,Device ID
980610,0,2024-07-22,8:56:50,Manual Upload December 12 2024,
240003,0,2024-07-22,8:59:47,Manual Upload December 12 2024,
230089,0,2024-07-22,9:01:42,Manual Upload December 12 2024,
220017,0,2024-07-22,9:03:18,Manual Upload December 12 2024,
40,0,2024-07-22,9:03:52,Manual Upload December 12 2024,
200007,0,2024-07-22,9:04:25,Manual Upload December 12 2024,
230007,0,2024-07-22,9:05:40,Manual Upload December 12 2024,
230080,0,2024-07-22,9:10:04,Manual Upload December 12 2024,
32,0,2024-07-22,9:17:12,Manual Upload December 12 2024,
40,0,2024-07-22,9:17:52,Manual Upload December 12 2024,
950411,0,2024-07-22,9:22:53,Manual Upload December 12 2024,
210035,0,2024-07-22,9:24:34,Manual Upload December 12 2024,
150053,0,2024-07-22,9:26:25,Manual Upload December 12 2024,
230051,0,2024-07-22,9:27:45,Manual Upload December 12 2024,
220056,0,2024-07-22,9:33:09,Manual Upload December 12 2024,
180145,0,2024-07-22,9:38:17,Manual Upload December 12 2024,
150053,0,2024-07-22,9:42:48,Manual Upload December 12 2024,
230072,0,2024-07-22,9:45:12,Manual Upload December 12 2024,
190056,0,2024-07-22,9:46:54,Manual Upload December 12 2024,
160070,0,2024-07-22,9:48:38,Manual Upload December 12 2024,
210040,0,2024-07-22,9:52:41,Manual Upload December 12 2024,
220033,0,2024-07-22,10:01:15,Manual Upload December 12 2024,
160036,0,2024-07-22,10:02:48,Manual Upload December 12 2024,
32,0,2024-07-22,10:04:53,Manual Upload December 12 2024,
32,0,2024-07-22,10:08:33,Manual Upload December 12 2024,
160147,0,2024-07-22,10:19:28,Manual Upload December 12 2024,
28,0,2024-07-22,10:22:27,Manual Upload December 12 2024,
950411,0,2024-07-22,10:28:08,Manual Upload December 12 2024,
150053,0,2024-07-22,10:29:03,Manual Upload December 12 2024,
210040,0,2024-07-22,10:39:26,Manual Upload December 12 2024,
230032,0,2024-07-22,10:41:55,Manual Upload December 12 2024,
160147,0,2024-07-22,10:44:02,Manual Upload December 12 2024,
230007,0,2024-07-22,10:45:07,Manual Upload December 12 2024,
230048,0,2024-07-22,10:55:32,Manual Upload December 12 2024,
240014,0,2024-07-22,10:56:23,Manual Upload December 12 2024,
230069,0,2024-07-22,10:56:27,Manual Upload December 12 2024,
240010,0,2024-07-22,10:56:28,Manual Upload December 12 2024,
60126,0,2024-07-22,11:09:08,Manual Upload December 12 2024,
60126,0,2024-07-22,11:09:09,Manual Upload December 12 2024,
180141,0,2024-07-22,11:13:30,Manual Upload December 12 2024,
18,0,2024-07-22,11:15:27,Manual Upload December 12 2024,
240001,0,2024-07-22,11:18:42,Manual Upload December 12 2024,
40,0,2024-07-22,11:26:30,Manual Upload December 12 2024,
240006,0,2024-07-22,11:30:11,Manual Upload December 12 2024,
60222,0,2024-07-22,11:30:19,Manual Upload December 12 2024,
200011,0,2024-07-22,11:30:23,Manual Upload December 12 2024,
40,0,2024-07-22,11:33:16,Manual Upload December 12 2024,
13,0,2024-07-22,11:33:31,Manual Upload December 12 2024,
30017,0,2024-07-22,11:33:34,Manual Upload December 12 2024,
32,0,2024-07-22,11:37:20,Manual Upload December 12 2024,
40,0,2024-07-22,11:43:32,Manual Upload December 12 2024,
180022,0,2024-07-22,11:44:34,Manual Upload December 12 2024,
230067,0,2024-07-22,11:44:39,Manual Upload December 12 2024,
230067,0,2024-07-22,11:44:40,Manual Upload December 12 2024,
33,0,2024-07-22,11:46:51,Manual Upload December 12 2024,
150053,0,2024-07-22,11:50:42,Manual Upload December 12 2024,
220033,0,2024-07-22,11:51:13,Manual Upload December 12 2024,
32,0,2024-07-22,11:52:05,Manual Upload December 12 2024,
200007,0,2024-07-22,11:53:51,Manual Upload December 12 2024,
150053,0,2024-07-22,12:03:05,Manual Upload December 12 2024,
60222,0,2024-07-22,12:10:25,Manual Upload December 12 2024,
3,0,2024-07-22,12:13:10,Manual Upload December 12 2024,
33,0,2024-07-22,12:30:36,Manual Upload December 12 2024,
240003,0,2024-07-22,12:32:53,Manual Upload December 12 2024,
220009,0,2024-07-22,12:33:50,Manual Upload December 12 2024,
32,0,2024-07-22,12:36:08,Manual Upload December 12 2024,
230069,0,2024-07-22,12:39:09,Manual Upload December 12 2024,
220054,0,2024-07-22,12:44:34,Manual Upload December 12 2024,
220054,0,2024-07-22,12:44:35,Manual Upload December 12 2024,
240003,0,2024-07-22,12:52:04,Manual Upload December 12 2024,
190137,0,2024-07-22,12:54:59,Manual Upload December 12 2024,
950411,0,2024-07-22,12:56:37,Manual Upload December 12 2024,
160147,0,2024-07-22,12:58:26,Manual Upload December 12 2024,
240001,0,2024-07-22,13:03:48,Manual Upload December 12 2024,
150040,0,2024-07-22,13:07:36,Manual Upload December 12 2024,
180141,0,2024-07-22,13:07:39,Manual Upload December 12 2024,
40,0,2024-07-22,13:08:46,Manual Upload December 12 2024,
230032,0,2024-07-22,13:13:01,Manual Upload December 12 2024,
160119,0,2024-07-22,13:17:10,Manual Upload December 12 2024,
160036,0,2024-07-22,13:25:13,Manual Upload December 12 2024,
230072,0,2024-07-22,13:25:55,Manual Upload December 12 2024,
230048,0,2024-07-22,13:26:27,Manual Upload December 12 2024,
180145,0,2024-07-22,13:26:51,Manual Upload December 12 2024,
30017,0,2024-07-22,13:26:53,Manual Upload December 12 2024,
220033,0,2024-07-22,13:28:26,Manual Upload December 12 2024,
28,0,2024-07-22,13:29:52,Manual Upload December 12 2024,
60222,0,2024-07-22,13:36:55,Manual Upload December 12 2024,
240003,0,2024-07-22,13:39:34,Manual Upload December 12 2024,
950411,0,2024-07-22,13:49:07,Manual Upload December 12 2024,
18,0,2024-07-22,13:51:26,Manual Upload December 12 2024,
240014,0,2024-07-22,14:00:31,Manual Upload December 12 2024,
170002,0,2024-07-22,14:01:47,Manual Upload December 12 2024,
220054,0,2024-07-22,14:07:28,Manual Upload December 12 2024,
230051,0,2024-07-22,14:15:59,Manual Upload December 12 2024,
220017,0,2024-07-22,14:16:14,Manual Upload December 12 2024,
60126,0,2024-07-22,14:16:19,Manual Upload December 12 2024,
170002,0,2024-07-22,14:16:23,Manual Upload December 12 2024,
150053,0,2024-07-22,14:16:33,Manual Upload December 12 2024,
150053,0,2024-07-22,14:16:34,Manual Upload December 12 2024,
32,0,2024-07-22,14:17:19,Manual Upload December 12 2024,
230030,0,2024-07-22,14:20:28,Manual Upload December 12 2024,
230033,0,2024-07-22,14:23:45,Manual Upload December 12 2024,
230032,0,2024-07-22,14:31:59,Manual Upload December 12 2024,
240003,0,2024-07-22,14:33:45,Manual Upload December 12 2024,
190009,0,2024-07-22,14:38:49,Manual Upload December 12 2024,
28,0,2024-07-22,14:45:03,Manual Upload December 12 2024,
32,0,2024-07-22,14:47:33,Manual Upload December 12 2024,
200011,0,2024-07-22,14:57:02,Manual Upload December 12 2024,
180141,0,2024-07-22,15:02:35,Manual Upload December 12 2024,
950411,0,2024-07-22,15:08:34,Manual Upload December 12 2024,
220054,0,2024-07-22,15:09:42,Manual Upload December 12 2024,
33,0,2024-07-22,15:16:34,Manual Upload December 12 2024,
220033,0,2024-07-22,15:34:45,Manual Upload December 12 2024,
32,0,2024-07-22,15:42:37,Manual Upload December 12 2024,
3,0,2024-07-22,15:43:37,Manual Upload December 12 2024,
32,0,2024-07-22,15:45:06,Manual Upload December 12 2024,
190013,0,2024-07-22,15:45:21,Manual Upload December 12 2024,
40,0,2024-07-22,15:45:35,Manual Upload December 12 2024,
160147,0,2024-07-22,15:51:51,Manual Upload December 12 2024,
32,0,2024-07-22,15:59:43,Manual Upload December 12 2024,
30017,0,2024-07-22,16:24:42,Manual Upload December 12 2024,
32,0,2024-07-22,16:25:00,Manual Upload December 12 2024,
40,0,2024-07-22,16:25:14,Manual Upload December 12 2024,
40,0,2024-07-22,16:25:15,Manual Upload December 12 2024,
230032,0,2024-07-22,16:32:56,Manual Upload December 12 2024,
950411,0,2024-07-22,16:33:08,Manual Upload December 12 2024,
180141,0,2024-07-22,16:38:47,Manual Upload December 12 2024,
33,0,2024-07-22,16:47:10,Manual Upload December 12 2024,
230051,0,2024-07-22,16:51:27,Manual Upload December 12 2024,
3,0,2024-07-22,16:52:36,Manual Upload December 12 2024,
32,0,2024-07-22,17:07:31,Manual Upload December 12 2024,
170002,0,2024-07-22,17:14:04,Manual Upload December 12 2024,
18,0,2024-07-22,17:14:37,Manual Upload December 12 2024,
180022,0,2024-07-22,17:18:15,Manual Upload December 12 2024,
100035,0,2024-07-22,17:22:48,Manual Upload December 12 2024,
18,0,2024-07-22,17:34:27,Manual Upload December 12 2024,
18,0,2024-07-22,17:35:39,Manual Upload December 12 2024,
210040,0,2024-07-22,17:36:55,Manual Upload December 12 2024,
160147,0,2024-07-22,17:36:56,Manual Upload December 12 2024,
160147,0,2024-07-22,17:36:57,Manual Upload December 12 2024,
40,0,2024-07-22,18:02:12,Manual Upload December 12 2024,
18,0,2024-07-22,18:15:42,Manual Upload December 12 2024,
32,0,2024-07-22,18:21:17,Manual Upload December 12 2024,
160119,0,2024-07-22,18:27:18,Manual Upload December 12 2024,
18,0,2024-07-22,18:29:14,Manual Upload December 12 2024,
28,0,2024-07-22,18:34:19,Manual Upload December 12 2024,
210040,0,2024-07-22,18:42:27,Manual Upload December 12 2024,
32,0,2024-07-22,18:44:18,Manual Upload December 12 2024,
19,0,2024-07-22,18:45:09,Manual Upload December 12 2024,
13,0,2024-07-22,20:09:11,Manual Upload December 12 2024,
19,0,2024-07-22,20:28:36,Manual Upload December 12 2024,
19,0,2024-07-22,20:30:28,Manual Upload December 12 2024,
19,0,2024-07-22,22:14:01,Manual Upload December 12 2024,
18,0,2024-07-22,23:08:16,Manual Upload December 12 2024,
19,0,2024-07-22,23:10:21,Manual Upload December 12 2024,
19,0,2024-07-23,5:16:43,Manual Upload December 12 2024,
26,0,2024-07-23,5:41:38,Manual Upload December 12 2024,
26,0,2024-07-23,6:05:18,Manual Upload December 12 2024,
32,0,2024-07-23,6:36:33,Manual Upload December 12 2024,
18,0,2024-07-23,6:36:50,Manual Upload December 12 2024,
26,0,2024-07-23,6:42:53,Manual Upload December 12 2024,
230084,0,2024-07-23,6:43:30,Manual Upload December 12 2024,
33,0,2024-07-23,6:55:58,Manual Upload December 12 2024,
220033,0,2024-07-23,7:06:52,Manual Upload December 12 2024,
950411,0,2024-07-23,7:10:29,Manual Upload December 12 2024,
140035,0,2024-07-23,7:13:52,Manual Upload December 12 2024,
50424,0,2024-07-23,7:15:43,Manual Upload December 12 2024,
30,0,2024-07-23,7:28:25,Manual Upload December 12 2024,
240011,0,2024-07-23,7:29:51,Manual Upload December 12 2024,
160079,0,2024-07-23,7:43:26,Manual Upload December 12 2024,
180022,0,2024-07-23,7:48:54,Manual Upload December 12 2024,
210026,0,2024-07-23,7:50:09,Manual Upload December 12 2024,
32,0,2024-07-23,7:52:12,Manual Upload December 12 2024,
40,0,2024-07-23,7:53:09,Manual Upload December 12 2024,
3,0,2024-07-23,7:57:15,Manual Upload December 12 2024,
13,0,2024-07-23,7:58:42,Manual Upload December 12 2024,
230067,0,2024-07-23,7:59:25,Manual Upload December 12 2024,
230067,0,2024-07-23,7:59:26,Manual Upload December 12 2024,
3,0,2024-07-23,8:00:10,Manual Upload December 12 2024,
230049,0,2024-07-23,8:00:26,Manual Upload December 12 2024,
210037,0,2024-07-23,8:00:53,Manual Upload December 12 2024,
230077,0,2024-07-23,8:03:29,Manual Upload December 12 2024,
200030,0,2024-07-23,8:08:16,Manual Upload December 12 2024,
210003,0,2024-07-23,8:09:09,Manual Upload December 12 2024,
13,0,2024-07-23,8:09:58,Manual Upload December 12 2024,
981062,0,2024-07-23,8:16:08,Manual Upload December 12 2024,
140024,0,2024-07-23,8:18:49,Manual Upload December 12 2024,
210037,0,2024-07-23,8:19:41,Manual Upload December 12 2024,
170002,0,2024-07-23,8:21:16,Manual Upload December 12 2024,
110132,0,2024-07-23,8:23:09,Manual Upload December 12 2024,
220071,0,2024-07-23,8:24:25,Manual Upload December 12 2024,
210037,0,2024-07-23,8:26:28,Manual Upload December 12 2024,
170256,0,2024-07-23,8:26:39,Manual Upload December 12 2024,
180011,0,2024-07-23,8:27:13,Manual Upload December 12 2024,
26,0,2024-07-23,8:29:12,Manual Upload December 12 2024,
220058,0,2024-07-23,8:31:11,Manual Upload December 12 2024,
150008,0,2024-07-23,8:31:42,Manual Upload December 12 2024,
180141,0,2024-07-23,8:31:58,Manual Upload December 12 2024,
26,0,2024-07-23,8:34:28,Manual Upload December 12 2024,
220070,0,2024-07-23,8:40:07,Manual Upload December 12 2024,
230069,0,2024-07-23,8:40:28,Manual Upload December 12 2024,
32,0,2024-07-23,8:40:57,Manual Upload December 12 2024,
230053,0,2024-07-23,8:43:11,Manual Upload December 12 2024,
240017,0,2024-07-23,8:43:44,Manual Upload December 12 2024,
240017,0,2024-07-23,8:43:45,Manual Upload December 12 2024,
240017,0,2024-07-23,8:43:46,Manual Upload December 12 2024,
240017,0,2024-07-23,8:43:51,Manual Upload December 12 2024,
20217,0,2024-07-23,8:44:31,Manual Upload December 12 2024,
20217,0,2024-07-23,8:44:32,Manual Upload December 12 2024,
180138,0,2024-07-23,8:48:57,Manual Upload December 12 2024,
210050,0,2024-07-23,8:50:04,Manual Upload December 12 2024,
210052,0,2024-07-23,8:50:41,Manual Upload December 12 2024,
220054,0,2024-07-23,8:54:44,Manual Upload December 12 2024,
230031,0,2024-07-23,8:58:04,Manual Upload December 12 2024,
210040,0,2024-07-23,8:58:07,Manual Upload December 12 2024,
230089,0,2024-07-23,8:59:03,Manual Upload December 12 2024,
230087,0,2024-07-23,8:59:18,Manual Upload December 12 2024,
190060,0,2024-07-23,8:59:56,Manual Upload December 12 2024,
180131,0,2024-07-23,9:00:56,Manual Upload December 12 2024,
950411,0,2024-07-23,9:01:26,Manual Upload December 12 2024,
190137,0,2024-07-23,9:01:50,Manual Upload December 12 2024,
190137,0,2024-07-23,9:01:51,Manual Upload December 12 2024,
240014,0,2024-07-23,9:05:52,Manual Upload December 12 2024,
230074,0,2024-07-23,9:06:29,Manual Upload December 12 2024,
190060,0,2024-07-23,9:08:50,Manual Upload December 12 2024,
60415,0,2024-07-23,9:10:12,Manual Upload December 12 2024,
180011,0,2024-07-23,9:11:08,Manual Upload December 12 2024,
170002,0,2024-07-23,9:11:48,Manual Upload December 12 2024,
210045,0,2024-07-23,9:12:22,Manual Upload December 12 2024,
26,0,2024-07-23,9:15:10,Manual Upload December 12 2024,
240004,0,2024-07-23,9:16:35,Manual Upload December 12 2024,
240009,0,2024-07-23,9:19:34,Manual Upload December 12 2024,
240009,0,2024-07-23,9:19:35,Manual Upload December 12 2024,
18,0,2024-07-23,9:24:43,Manual Upload December 12 2024,
230033,0,2024-07-23,9:25:30,Manual Upload December 12 2024,
13,0,2024-07-23,9:27:00,Manual Upload December 12 2024,
150053,0,2024-07-23,9:27:57,Manual Upload December 12 2024,
60222,0,2024-07-23,9:32:45,Manual Upload December 12 2024,
240013,0,2024-07-23,9:36:55,Manual Upload December 12 2024,
3,0,2024-07-23,9:40:05,Manual Upload December 12 2024,
240010,0,2024-07-23,9:40:24,Manual Upload December 12 2024,
230057,0,2024-07-23,9:41:13,Manual Upload December 12 2024,
32,0,2024-07-23,9:42:21,Manual Upload December 12 2024,
60415,0,2024-07-23,9:47:24,Manual Upload December 12 2024,
26,0,2024-07-23,9:50:12,Manual Upload December 12 2024,
230081,0,2024-07-23,9:51:28,Manual Upload December 12 2024,
33,0,2024-07-23,10:00:57,Manual Upload December 12 2024,
180138,0,2024-07-23,10:07:34,Manual Upload December 12 2024,
170002,0,2024-07-23,10:17:58,Manual Upload December 12 2024,
18,0,2024-07-23,10:22:32,Manual Upload December 12 2024,
230060,0,2024-07-23,10:23:26,Manual Upload December 12 2024,
190056,0,2024-07-23,10:27:25,Manual Upload December 12 2024,
950411,0,2024-07-23,10:31:22,Manual Upload December 12 2024,
32,0,2024-07-23,10:35:45,Manual Upload December 12 2024,
240004,0,2024-07-23,10:38:27,Manual Upload December 12 2024,
230087,0,2024-07-23,10:39:43,Manual Upload December 12 2024,
32,0,2024-07-23,10:40:26,Manual Upload December 12 2024,
170002,0,2024-07-23,10:41:00,Manual Upload December 12 2024,
33,0,2024-07-23,10:50:18,Manual Upload December 12 2024,
60222,0,2024-07-23,10:53:30,Manual Upload December 12 2024,
32,0,2024-07-23,11:06:33,Manual Upload December 12 2024,
230033,0,2024-07-23,11:06:45,Manual Upload December 12 2024,
18,0,2024-07-23,11:08:51,Manual Upload December 12 2024,
180141,0,2024-07-23,11:16:34,Manual Upload December 12 2024,
13,0,2024-07-23,11:16:59,Manual Upload December 12 2024,
220071,0,2024-07-23,11:17:32,Manual Upload December 12 2024,
230049,0,2024-07-23,11:23:11,Manual Upload December 12 2024,
60222,0,2024-07-23,11:25:35,Manual Upload December 12 2024,
60222,0,2024-07-23,11:25:36,Manual Upload December 12 2024,
220009,0,2024-07-23,11:33:57,Manual Upload December 12 2024,
230051,0,2024-07-23,11:34:31,Manual Upload December 12 2024,
230087,0,2024-07-23,11:35:38,Manual Upload December 12 2024,
3,0,2024-07-23,11:40:40,Manual Upload December 12 2024,
32,0,2024-07-23,11:41:55,Manual Upload December 12 2024,
40,0,2024-07-23,11:42:38,Manual Upload December 12 2024,
13,0,2024-07-23,11:53:22,Manual Upload December 12 2024,
33,0,2024-07-23,11:54:55,Manual Upload December 12 2024,
33,0,2024-07-23,11:54:56,Manual Upload December 12 2024,
210040,0,2024-07-23,11:57:33,Manual Upload December 12 2024,
230060,0,2024-07-23,11:58:48,Manual Upload December 12 2024,
180138,0,2024-07-23,12:01:19,Manual Upload December 12 2024,
950411,0,2024-07-23,12:07:02,Manual Upload December 12 2024,
60126,0,2024-07-23,12:07:04,Manual Upload December 12 2024,
30,0,2024-07-23,12:10:54,Manual Upload December 12 2024,
240017,0,2024-07-23,12:13:04,Manual Upload December 12 2024,
200030,0,2024-07-23,12:13:15,Manual Upload December 12 2024,
230031,0,2024-07-23,12:15:15,Manual Upload December 12 2024,
190056,0,2024-07-23,12:20:49,Manual Upload December 12 2024,
200030,0,2024-07-23,12:23:01,Manual Upload December 12 2024,
33,0,2024-07-23,12:33:23,Manual Upload December 12 2024,
26,0,2024-07-23,12:36:55,Manual Upload December 12 2024,
140035,0,2024-07-23,12:38:50,Manual Upload December 12 2024,
32,0,2024-07-23,12:40:30,Manual Upload December 12 2024,
240006,0,2024-07-23,12:40:46,Manual Upload December 12 2024,
230057,0,2024-07-23,12:41:52,Manual Upload December 12 2024,
13,0,2024-07-23,12:42:29,Manual Upload December 12 2024,
13,0,2024-07-23,12:42:30,Manual Upload December 12 2024,
240010,0,2024-07-23,12:51:28,Manual Upload December 12 2024,
240014,0,2024-07-23,12:51:30,Manual Upload December 12 2024,
950411,0,2024-07-23,12:54:05,Manual Upload December 12 2024,
240004,0,2024-07-23,12:58:00,Manual Upload December 12 2024,
3,0,2024-07-23,13:01:26,Manual Upload December 12 2024,
240014,0,2024-07-23,13:04:04,Manual Upload December 12 2024,
230087,0,2024-07-23,13:04:21,Manual Upload December 12 2024,
60222,0,2024-07-23,13:08:52,Manual Upload December 12 2024,
230081,0,2024-07-23,13:09:49,Manual Upload December 12 2024,
240017,0,2024-07-23,13:13:14,Manual Upload December 12 2024,
26,0,2024-07-23,13:15:11,Manual Upload December 12 2024,
230077,0,2024-07-23,13:19:01,Manual Upload December 12 2024,
230051,0,2024-07-23,13:19:32,Manual Upload December 12 2024,
32,0,2024-07-23,13:30:25,Manual Upload December 12 2024,
140035,0,2024-07-23,13:30:33,Manual Upload December 12 2024,
140024,0,2024-07-23,13:44:45,Manual Upload December 12 2024,
230087,0,2024-07-23,13:46:53,Manual Upload December 12 2024,
950411,0,2024-07-23,13:51:54,Manual Upload December 12 2024,
150053,0,2024-07-23,13:52:00,Manual Upload December 12 2024,
28,0,2024-07-23,13:57:12,Manual Upload December 12 2024,
210037,0,2024-07-23,13:58:28,Manual Upload December 12 2024,
26,0,2024-07-23,13:58:39,Manual Upload December 12 2024,
150053,0,2024-07-23,14:00:26,Manual Upload December 12 2024,
980610,0,2024-07-23,14:02:23,Manual Upload December 12 2024,
240017,0,2024-07-23,14:11:14,Manual Upload December 12 2024,
33,0,2024-07-23,14:14:07,Manual Upload December 12 2024,
230084,0,2024-07-23,14:15:15,Manual Upload December 12 2024,
240017,0,2024-07-23,14:22:19,Manual Upload December 12 2024,
230051,0,2024-07-23,14:26:28,Manual Upload December 12 2024,
220058,0,2024-07-23,14:28:31,Manual Upload December 12 2024,
950411,0,2024-07-23,14:36:50,Manual Upload December 12 2024,
220033,0,2024-07-23,14:46:27,Manual Upload December 12 2024,
3,0,2024-07-23,15:08:01,Manual Upload December 12 2024,
